,sbj,rt,ch,value_diff,gaze_diff
465,5,1.3646930117607123,1.0,0.0,0.25
466,5,2.221693011760645,0.0,0.0,0.25
467,5,1.034693011760712,0.0,3.0,0.0
468,5,3.9826930117604515,1.0,0.0,0.0
469,5,1.199693011760712,0.0,-2.0,0.0
470,5,1.7036930117607023,1.0,-2.0,0.0
471,5,1.326693011760712,0.0,-1.0,0.25
472,5,1.4026930117607121,1.0,-1.0,0.25
473,5,1.2246930117607122,0.0,-3.0,0.25
474,5,1.2366930117607122,0.0,0.0,0.25
475,5,0.8036930117607118,0.0,-4.0,0.5
476,5,0.9036930117607118,1.0,0.0,0.25
477,5,0.9676930117607119,0.0,-5.0,0.25
478,5,1.346693011760712,0.0,2.0,0.0
479,5,0.922693011760712,1.0,1.0,1.0
480,5,1.093693011760712,0.0,2.0,0.25
481,5,1.1166930117607121,1.0,1.0,0.25
482,5,1.153693011760712,0.0,-1.0,-0.5
483,5,1.074693011760712,0.0,-1.0,-0.25
484,5,0.954693011760712,1.0,2.0,0.25
485,5,1.4836930117607123,1.0,2.0,0.0
486,5,0.9636930117607119,1.0,1.0,0.0
487,5,1.114693011760712,0.0,2.0,-0.25
488,5,1.2286930117607122,0.0,0.0,0.0
489,5,1.2776930117607121,0.0,-2.0,0.0
490,5,1.190693011760712,0.0,2.0,0.0
491,5,1.282693011760712,1.0,2.0,-0.5
492,5,1.017693011760712,0.0,0.0,0.25
493,5,1.233693011760712,0.0,-1.0,0.25
494,5,1.199693011760712,1.0,-1.0,0.0
495,5,2.1516930117606528,1.0,0.0,-0.25
496,5,1.4876930117607123,1.0,-2.0,0.25
497,5,1.137693011760712,1.0,3.0,0.5
498,5,1.8046930117606912,1.0,-1.0,0.0
499,5,1.262693011760712,1.0,-2.0,-0.25
500,5,0.8776930117607118,1.0,1.0,0.25
501,5,0.9556930117607119,1.0,5.0,0.25
502,5,1.088693011760712,0.0,3.0,-0.25
503,5,0.9936930117607119,0.0,-3.0,0.25
504,5,1.233693011760712,1.0,2.0,-0.25
505,5,1.007693011760712,0.0,0.0,-0.5
506,5,1.073693011760712,0.0,-1.0,-1.0
507,5,1.034693011760712,1.0,3.0,0.0
508,5,1.6646930117607066,1.0,-1.0,0.25
509,5,1.2966930117607123,1.0,0.0,0.25
510,5,1.4136930117607123,0.0,-2.0,0.0
511,5,1.062693011760712,1.0,2.0,0.5
512,5,0.932693011760712,0.0,0.0,-0.5
513,5,1.90669301176068,0.0,-1.0,-0.75
514,5,1.4916930117607123,0.0,-4.0,0.0
515,5,1.3446930117607123,1.0,1.0,0.5
516,5,0.8756930117607118,0.0,-3.0,-0.5
517,5,0.9996930117607119,1.0,-2.0,0.5
518,5,1.4326930117607124,1.0,2.0,-0.5
519,5,0.8086930117607118,0.0,-3.0,-1.0
520,5,1.860693011760685,0.0,0.0,0.0
521,5,0.8676930117607118,0.0,1.0,0.0
522,5,0.982693011760712,0.0,2.0,-0.5
523,5,0.8656930117607118,1.0,2.0,0.25
524,5,0.948693011760712,0.0,0.0,0.5
525,5,1.2246930117607122,0.0,1.0,-0.25
526,5,0.9776930117607119,1.0,0.0,-0.25
527,5,1.5216930117607124,1.0,2.0,0.25
528,5,0.9376930117607118,1.0,0.0,0.5
529,6,2.442188014626361,1.0,0.0,0.25
530,6,2.832188014626318,1.0,0.0,0.25
531,6,2.7251880146263296,0.0,-1.0,0.25
532,6,4.938188014626439,0.0,-3.0,0.0
533,6,3.0251880146262966,0.0,-5.0,0.0
534,6,4.720188014626366,1.0,0.0,0.25
535,6,6.876188014627086,1.0,1.0,0.0
536,6,3.140188014626284,0.0,-4.0,-0.5
537,6,5.3201880146265665,1.0,5.0,0.5
538,6,1.3281880146264833,1.0,1.0,0.0
539,6,7.031188014627138,1.0,0.0,0.25
540,6,2.9351880146263065,0.0,-2.0,0.0
541,6,2.711188014626331,0.0,-1.0,0.25
542,6,3.530188014626241,1.0,-2.0,0.25
543,6,6.513188014626965,1.0,5.0,0.0
544,6,5.342188014626574,1.0,5.0,0.25
545,6,4.022188014626186,0.0,-4.0,-0.25
546,6,2.1561880146263923,0.0,-5.0,-0.25
